pool_id,classification,case_id,nandina_ref,depth,effective_size,duplicates_discarded,exact_at_depth,hs6_at_depth,hs4_at_depth,chapter_at_depth
hierarchical_only,candidate_pool,DA-EVAL-V02-00255,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00256,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00257,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00258,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00259,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00260,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00261,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00262,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00263,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00264,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00265,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00266,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00267,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00268,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00269,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00270,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00271,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00272,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00273,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00274,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00275,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00276,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00277,87082910,50,50,0,0,0,0,0
hierarchical_only,candidate_pool,DA-EVAL-V02-00278,87082910,50,50,0,0,0,0,0
