occurrence_id,source_artifact,source_locator,source_type,phase,target_artifact,legacy_expected_sha256,canonical_git_lf_sha256,crlf_reconstructed_sha256,legacy_matches_crlf,legacy_matches_lf,classification,contract_lifecycle,migration_action,notes
OCC-065,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/exp08_stratified_performance_v01_vs_v02.csv,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/exp08_stratified_performance_v01_vs_v02.csv,48f0f7cc1e2b105d12f6a2c6de670b7ba18f61af04e319fceaa67e22b70c42d7,f2f02c591fcadb39988e0321d4198f827e001b4312e2b30c6ea54dc4429e68f1,48f0f7cc1e2b105d12f6a2c6de670b7ba18f61af04e319fceaa67e22b70c42d7,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-066,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/gate_exp08_split_sensitivity_manifest_v0.2.json,/output_sha256/summary_exp08.md,JSON,EXP-08,outputs/evaluation/exp08_split_sensitivity_v01_vs_v02/summary_exp08.md,a50c0ed66a0dc35b8b47935b843c7c8dae1ee918d3ac0dca8b14e4023d05a052,7d4d8abcac0e558aeb7c98361ce8922a655856d29247af5c3a62839738d61c39,a50c0ed66a0dc35b8b47935b843c7c8dae1ee918d3ac0dca8b14e4023d05a052,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-067,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_j_automatic_validation_manifest_v0.2.json,/output_sha256/he4_automatic_validation_by_bucket_v0.2.csv,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_by_bucket_v0.2.csv,74347b6016b8dc79201bed1fe2ee3c6474c1eb14071e92f0655759e9e8153325,36bfff8d5c8423b6cf1889aa7bbe6260039b1a7c49890875073e933fd4908c70,74347b6016b8dc79201bed1fe2ee3c6474c1eb14071e92f0655759e9e8153325,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-068,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_j_automatic_validation_manifest_v0.2.json,/output_sha256/he4_automatic_validation_case_results_v0.2.csv,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_case_results_v0.2.csv,c177033bb21f80579da18f375c8443192c2df7ad72a9f3ffadc45937867c482c,04d9ba0d6b68a48228d6922f4dbfd338e738b46a2495f0d2f1c8e65f434304e7,c177033bb21f80579da18f375c8443192c2df7ad72a9f3ffadc45937867c482c,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-069,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_j_automatic_validation_manifest_v0.2.json,/output_sha256/he4_automatic_validation_errors_v0.2.csv,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_errors_v0.2.csv,2e82c5562bf1780ec45f64484dd585d6b49a837bc50d7ec0117437d896f49fba,af4ad133cda5905972c5bc755c08bcdb3d19c9e43514be79c9bc969231daacd5,2e82c5562bf1780ec45f64484dd585d6b49a837bc50d7ec0117437d896f49fba,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-070,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_j_automatic_validation_manifest_v0.2.json,/output_sha256/he4_automatic_validation_slot_results_v0.2.csv,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_slot_results_v0.2.csv,074686da4e2dc096adf3039b7ab34cb6638742b4f161864b1f93aa24be8068ed,20c13e18fc002b72e8b7e053c57d541f25e4bb114f0fe9950ffff43b6c6c7532,074686da4e2dc096adf3039b7ab34cb6638742b4f161864b1f93aa24be8068ed,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-071,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/input_sha256/scoring_template,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-072,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/outputs_sha256_excluding_manifest_and_summary/by_bucket,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_by_bucket_v0.2.csv,3547a553d8299ed8d936d5703d56dc6cf44e18412e03af88560941434b6b0c24,019d712e1c59b25036aaa713a430a77aea6089c8988f42f9fabcfc341a382d47,3547a553d8299ed8d936d5703d56dc6cf44e18412e03af88560941434b6b0c24,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-073,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/outputs_sha256_excluding_manifest_and_summary/case_scores,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_case_scores_v0.2.csv,ad8e1818a0032f07f02db43da7a5e732cfcf534dbad312cda7a551226f6d001a,a18a112600dea0b43a0f361eaa29cc45566d793117ba2b75e9a2d9f638c47fd7,ad8e1818a0032f07f02db43da7a5e732cfcf534dbad312cda7a551226f6d001a,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-074,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/outputs_sha256_excluding_manifest_and_summary/dimension_metrics,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_dimension_metrics_v0.2.csv,54a2346e3e2ae3eb5e9e59dbe5d72effd109daa64a361ff48edcda8d6a36f325,3be5131c2319f8adb043f57ac833e2c2020b326b8111dd5b1e1af6b9d4ea09ab,54a2346e3e2ae3eb5e9e59dbe5d72effd109daa64a361ff48edcda8d6a36f325,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-075,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/outputs_sha256_excluding_manifest_and_summary/hard_violations,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_hard_violations_v0.2.csv,5a38226008364846c3fb6d6f23908c5636dd4e09a3a2bd7b63fc9cc0f7934167,0f777debfb610eb519fc067c86cc6bc0478e19e663d3faae78a42fb22f4747c6,5a38226008364846c3fb6d6f23908c5636dd4e09a3a2bd7b63fc9cc0f7934167,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-076,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/outputs_sha256_excluding_manifest_and_summary/warning_comparison,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_warning_comparison_v0.2.csv,3b5e3f01dc25affe70a56cdb80a13d66f98d3906dd4eea44ecca95c9639263ce,8b6b799a1223f3b884a7c4a80714691cbe7f802b7e7a7265e830fe423f88d898,3b5e3f01dc25affe70a56cdb80a13d66f98d3906dd4eea44ecca95c9639263ce,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-077,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/validation/frozen_input_sha256/scoring_template,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-078,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/gate_k_qualitative_evaluation_manifest_v0.2.json,/validation/template_sha256,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-079,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_metrics_v0.2.json,/validation/frozen_input_sha256/scoring_template,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-080,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_metrics_v0.2.json,/validation/template_sha256,JSON,EXP-04 HE4,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_scoring_template_v0.2.csv,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,63e78d70ee10353cf5740e573d06344d238950635c79bb8f78922dc2b2fa0e06,5779d6e5f59c8f947a4efa0903da79ff0ec62c8047b79a2eb94ade0518c980c4,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-081,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_component_coverage_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_component_coverage_v0.2.csv,c3fcbca3fa7d37190fe17768784b38200c1a470298ce449085b560f66906e10e,390c2506a3aeb16dc2e8b0896c15ee48ab286d50d2e18e7d406115aa6008be00,c3fcbca3fa7d37190fe17768784b38200c1a470298ce449085b560f66906e10e,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-082,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_duplicate_sensitivity_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_duplicate_sensitivity_v0.2.csv,1eca1abdfd61adc0616e2eee613b458f1775941c872c15f3a56644fa09aa51a6,c86f245762689bcca4871a559098809eda81940bd83382059e52c30c7877ad47,1eca1abdfd61adc0616e2eee613b458f1775941c872c15f3a56644fa09aa51a6,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-083,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_error_events_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_error_events_v0.2.csv,56d53edb7c9880a05a1400280c76dc6b73bd5ef3363a7a3029fbda2ac867e62e,de1856f0ed80587712127654c6fcfc01ba57e6abad3d52c8497af2eed5a89ffe,56d53edb7c9880a05a1400280c76dc6b73bd5ef3363a7a3029fbda2ac867e62e,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-084,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_error_taxonomy_v0.2.json,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_error_taxonomy_v0.2.json,26f16072e99882a7d8292e40015ed7950d6542d121cdd80333397a48785981ac,e769fae58f9a7a1de8fc1207e8bf8132fd09d86ab02adfae4af0cf2800d6c714,26f16072e99882a7d8292e40015ed7950d6542d121cdd80333397a48785981ac,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-085,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_historical_errors_by_support_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_errors_by_support_v0.2.csv,6600d1117256685b48a5070e777737521be3ea98f610630f33cdc0341bafd201,68a5d4000bcbbc6ca72c14cd8b9abe7e2eb052865bb8b555b30042f972f4bdef,6600d1117256685b48a5070e777737521be3ea98f610630f33cdc0341bafd201,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-086,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_historical_hierarchy_errors_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_hierarchy_errors_v0.2.csv,d02fab75bbccd1ddbf12c75c00d920bf04b64333c179fc258029b55e12561cc1,a81a914548b6b1eece60222561e4b4f559b4c350f0fcec192e018f5b76667938,d02fab75bbccd1ddbf12c75c00d920bf04b64333c179fc258029b55e12561cc1,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-087,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_historical_vs_normative_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_vs_normative_v0.2.csv,d070609c11967588a91a291cfbf547550ee5514a71638330ad4a1fb3f46af0d6,59f2c9aad42aa4c2e3b47bd39ba506c182222d5bd5c3d0104069ce5c6d04419f,d070609c11967588a91a291cfbf547550ee5514a71638330ad4a1fb3f46af0d6,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-088,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_hypothesis_assessment_v0.2.json,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_hypothesis_assessment_v0.2.json,76cc968bdcfc8a0a8cd070210fdca8852a3161215343cd4c2973cb28711bff28,ce7f75ac4d82991ac4cea579db13764e6cbb304140c833e11f683803a35ad93e,76cc968bdcfc8a0a8cd070210fdca8852a3161215343cd4c2973cb28711bff28,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-089,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_integrated_error_matrix_dictionary_v0.2.md,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_error_matrix_dictionary_v0.2.md,80e75baa4a8ce94a17afba505182ad4887f71b5081f57b802a7e401547213e9c,a9dc1952aa83262d639bf2331cdac362889fd1d6fa577dc1407e0f36f22acc66,80e75baa4a8ce94a17afba505182ad4887f71b5081f57b802a7e401547213e9c,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-090,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_integrated_error_matrix_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_error_matrix_v0.2.csv,a36ecab58d9df162addf812edc47b4fec875bffb4bc83184c0fff1b0a3ab636d,bada112a721b2f6f7eb53f233f6d9943727af758cadd119c3eb11e89ee706450,a36ecab58d9df162addf812edc47b4fec875bffb4bc83184c0fff1b0a3ab636d,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-091,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_integrated_findings_v0.2.md,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_integrated_findings_v0.2.md,bb143925e726480d65293cbebd2bd7df792244e5b317445ef2ec5c1d876a3f6d,c32e5a769317fb6095e6758b00a6ede5b5f20e182c15f305025f4cce5c47dd8f,bb143925e726480d65293cbebd2bd7df792244e5b317445ef2ec5c1d876a3f6d,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-092,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/he5_normative_failure_analysis_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_normative_failure_analysis_v0.2.csv,933ef825afb6a0286b61ef02c0d2db272c0c3c33603d384fabe2d7680d71e5eb,cabe3e3bc2edb283b2e6f3c85d6b65e5b1cfbdac0135cda162189ea49c37824c,933ef825afb6a0286b61ef02c0d2db272c0c3c33603d384fabe2d7680d71e5eb,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-093,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_corrective_microclose_manifest_v0.2.json,/outputs_sha256/summary_phase_l.md,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/summary_phase_l.md,b42b78f06684ce2401f9e42d6e73e3879c73f85fdd266a0ac698455d1fa39200,5d45ce93c1393ee5fe621f8d3c7166f3e64d6e3114bd0bbfbbec957f57d1388f,b42b78f06684ce2401f9e42d6e73e3879c73f85fdd266a0ac698455d1fa39200,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-094,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/inputs_sha256/he4_j,JSON,EXP-04 HE5,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_automatic_validation_case_results_v0.2.csv,c177033bb21f80579da18f375c8443192c2df7ad72a9f3ffadc45937867c482c,04d9ba0d6b68a48228d6922f4dbfd338e738b46a2495f0d2f1c8e65f434304e7,c177033bb21f80579da18f375c8443192c2df7ad72a9f3ffadc45937867c482c,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-095,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/inputs_sha256/he4_k,JSON,EXP-04 HE5,outputs/evaluation/he4_top3_explainer_data_aduanas_clase87_v0.2/he4_qualitative_case_scores_v0.2.csv,ad8e1818a0032f07f02db43da7a5e732cfcf534dbad312cda7a551226f6d001a,a18a112600dea0b43a0f361eaa29cc45566d793117ba2b75e9a2d9f638c47fd7,ad8e1818a0032f07f02db43da7a5e732cfcf534dbad312cda7a551226f6d001a,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-096,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/outputs_sha256/he5_component_coverage_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_component_coverage_v0.2.csv,c3fcbca3fa7d37190fe17768784b38200c1a470298ce449085b560f66906e10e,390c2506a3aeb16dc2e8b0896c15ee48ab286d50d2e18e7d406115aa6008be00,c3fcbca3fa7d37190fe17768784b38200c1a470298ce449085b560f66906e10e,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-097,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/outputs_sha256/he5_duplicate_sensitivity_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_duplicate_sensitivity_v0.2.csv,1eca1abdfd61adc0616e2eee613b458f1775941c872c15f3a56644fa09aa51a6,c86f245762689bcca4871a559098809eda81940bd83382059e52c30c7877ad47,1eca1abdfd61adc0616e2eee613b458f1775941c872c15f3a56644fa09aa51a6,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-098,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/outputs_sha256/he5_error_events_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_error_events_v0.2.csv,56d53edb7c9880a05a1400280c76dc6b73bd5ef3363a7a3029fbda2ac867e62e,de1856f0ed80587712127654c6fcfc01ba57e6abad3d52c8497af2eed5a89ffe,56d53edb7c9880a05a1400280c76dc6b73bd5ef3363a7a3029fbda2ac867e62e,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
OCC-099,outputs/evaluation/he5_integrated_error_analysis_v0.2/gate_l_integrated_error_analysis_manifest_v0.2.json,/outputs_sha256/he5_historical_errors_by_support_v0.2.csv,JSON,EXP-04 HE5,outputs/evaluation/he5_integrated_error_analysis_v0.2/he5_historical_errors_by_support_v0.2.csv,6600d1117256685b48a5070e777737521be3ea98f610630f33cdc0341bafd201,68a5d4000bcbbc6ca72c14cd8b9abe7e2eb052865bb8b555b30042f972f4bdef,6600d1117256685b48a5070e777737521be3ea98f610630f33cdc0341bafd201,true,false,EXPECTED_MATCHES_LEGACY_CRLF_REPRESENTATION,HISTORICAL_LEGACY_CONTRACT,PRESERVE_HISTORICAL_LEGACY_AND_MAP,SHA-256 calculated from Git content bytes; CRLF value reconstructed in memory.
